	9.60	-6.89	0.00	0.00	11	21	44	44	44	44	44	44	44	44	538992904	6
I,9.60,-6.89,0,17,27,23,26,25,11,21,11,7,18,9,6,16,31,15,23
I,9.56,-6.83,0,49,45,15,23,40,1,38,21,6,8,34,12,27,14,45,42
I,9.56,-6.83,0,42,20,5,2,44,43,45,13,32,32,15,21,42,18,16,18
I,9.56,-6.83,0,25,31,14,47,23,39,41,29,22,22,37,3,33,10,25,3
I,9.56,-6.83,0,38,24,11,0,0,37,44,17,41,39,34,32,6,32,4,27
I,9.56,-6.83,0,49,24,14,11,12,3,18,28,6,28,38,10,21,25,10,20
I,9.52,-6.96,0,40,23,19,28,20,14,45,48,24,23,40,16,16,19,21,1
I,9.52,-6.96,0,22,11,5,13,3,3,49,45,0,4,34,8,18,10,12,9
I,9.52,-6.96,0,48,30,5,47,40,7,18,42,3,29,48,37,49,29,27,15
I,9.52,-6.96,0,3,40,1,40,42,28,10,0,25,21,6,26,18,6,12,23
I,9.52,-6.96,0,9,36,0,19,20,12,11,13,23,6,22,10,26,39,16,35
I,9.60,-6.90,0,5,16,0,3,20,41,22,8,44,13,42,43,9,14,40,37
I,9.60,-6.90,0,22,43,31,38,12,15,24,7,5,45,37,38,38,42,13,49
I,9.60,-6.90,0,19,41,12,49,19,6,36,24,21,40,33,13,19,31,19,16
I,9.60,-6.90,0,39,19,25,42,42,36,9,14,25,49,41,38,38,0,24,20
I,9.60,-6.90,0,32,22,28,26,25,33,47,45,4,39,19,36,27,29,44,25
I,9.69,-6.81,0,16,22,48,9,10,11,2,5,7,37,18,33,28,43,25,9
I,9.69,-6.81,0,20,36,42,34,24,28,48,29,5,5,27,29,49,23,12,30
I,9.69,-6.81,0,1,33,4,48,28,2,9,5,34,29,32,24,17,31,8,38
I,9.69,-6.81,0,37,2,40,33,8,33,49,22,33,36,13,28,12,11,46,23
I,9.69,-6.81,0,46,42,20,7,3,44,22,16,48,34,15,10,19,34,35,28
I,9.63,-6.89,0,26,3,43,43,31,10,32,15,2,2,0,0,44,32,12,49
I,9.63,-6.89,0,25,32,36,1,40,8,47,40,35,38,25,26,21,7,11,25
I,9.63,-6.89,0,15,27,41,2,45,17,36,20,13,15,3,43,1,29,31,5
I,9.63,-6.89,0,41,30,26,1,38,33,13,27,15,18,24,4,32,11,34,31
I,9.63,-6.89,0,49,17,10,33,27,1,5,7,16,12,20,49,17,26,25,7
I,9.57,-7.03,0,21,48,5,11,31,17,38,30,7,33,27,39,12,4,5,22
I,9.57,-7.03,0,43,32,22,27,34,31,45,48,4,36,34,9,19,47,11,6
I,9.57,-7.03,0,3,35,11,42,46,24,26,34,47,32,8,25,1,28,4,8
I,9.57,-7.03,0,33,41,14,23,49,11,46,29,44,44,45,11,31,23,40,23
I,9.57,-7.03,0,23,46,8,8,41,2,4,10,29,45,7,46,4,20,5,37
I,9.57,-6.84,0,41,23,8,2,6,3,15,18,39,43,19,41,40,5,10,40
I,9.57,-6.84,0,5,43,38,37,17,44,17,7,22,3,37,15,45,46,15,14
I,9.57,-6.84,0,15,42,26,9,14,19,46,18,26,40,32,24,19,32,29,31
I,9.57,-6.84,0,0,39,13,0,34,9,43,7,0,28,14,10,29,15,26,19
I,9.57,-6.84,0,24,28,35,29,30,45,9,44,13,7,33,35,31,27,5,30
I,9.51,-6.84,0,48,27,30,17,42,32,44,35,39,2,0,35,45,22,21,49
I,9.51,-6.84,0,20,43,24,30,26,40,28,12,13,7,10,49,20,43,42,41
I,9.51,-6.84,0,10,44,30,27,45,13,44,23,45,9,21,15,35,34,15,20
I,9.51,-6.84,0,43,41,26,6,14,10,24,2,9,21,10,48,48,22,0,12
I,9.51,-6.84,0,33,22,32,28,23,15,11,14,40,6,36,10,23,36,35,3
I,9.58,-6.91,0,8,35,41,27,5,45,38,34,15,21,38,46,20,11,31,34
I,9.58,-6.91,0,45,14,25,33,2,28,3,1,38,9,27,16,10,25,28,45
I,9.58,-6.91,0,16,4,36,44,39,7,18,30,22,20,24,47,38,28,33,13
I,9.58,-6.91,0,21,10,24,14,10,0,39,17,27,43,0,6,44,25,23,11
I,9.58,-6.91,0,22,42,40,35,17,27,28,16,26,3,35,26,24,18,46,49
I,9.64,-6.84,0,49,19,47,9,1,19,22,48,28,20,8,6,42,18,30,25
I,9.64,-6.84,0,20,36,4,31,22,46,32,42,43,5,10,40,15,3,32,22
I,9.64,-6.84,0,45,16,22,25,17,39,24,30,48,12,0,30,39,47,47,26
I,9.64,-6.84,0,40,40,21,46,8,39,21,9,5,37,10,21,25,12,2,30
I,9.64,-6.84,0,4,8,44,30,34,46,4,22,22,7,2,7,25,26,12,45
I,9.54,-6.91,0,47,36,6,2,4,33,10,26,38,40,11,23,11,0,12,23
I,9.54,-6.91,0,43,41,0,21,49,10,6,44,5,42,41,13,18,24,48,11
I,9.54,-6.91,0,5,28,14,33,32,0,37,5,11,13,39,5,2,1,21,37
I,9.54,-6.91,0,39,24,24,23,14,0,6,13,47,36,31,32,2,29,31,5
I,9.54,-6.91,0,29,29,6,34,32,48,20,5,4,26,35,33,9,19,38,43
I,9.61,-6.85,0,26,15,24,44,43,46,38,44,11,9,42,14,43,44,24,28
I,9.61,-6.85,0,27,13,39,46,13,19,21,22,15,18,32,14,44,43,14,16
I,9.61,-6.85,0,8,25,5,44,1,47,38,21,1,28,31,48,24,48,12,32
I,9.61,-6.85,0,36,48,30,15,26,10,11,34,16,36,44,44,21,42,32,25
I,9.61,-6.85,0,5,28,21,19,17,6,34,27,47,4,15,17,22,32,4,27
I,9.60,-6.87,0,10,27,12,39,0,49,41,36,17,25,21,32,8,9,25,38
I,9.60,-6.87,0,31,12,33,7,13,1,27,36,41,5,25,43,43,19,40,48
I,9.60,-6.87,0,46,23,35,20,14,17,0,25,4,15,49,35,15,3,33,26
I,9.60,-6.87,0,25,42,34,11,20,43,39,25,46,24,34,28,15,33,19,2
I,9.60,-6.87,0,23,12,1,25,34,11,31,49,39,4,19,35,20,22,28,11
I,9.54,-6.95,0,41,17,25,41,47,45,47,11,39,9,27,16,30,25,8,44
I,9.54,-6.95,0,0,29,10,11,40,24,5,19,46,23,11,39,46,32,24,22
I,9.54,-6.95,0,27,35,11,17,44,9,27,23,47,16,22,7,0,49,6,24
I,9.54,-6.95,0,0,36,45,27,47,0,19,10,26,42,7,31,46,1,42,6
I,9.54,-6.95,0,47,7,21,14,45,22,11,33,0,33,34,34,27,42,29,30
I,9.42,-6.99,0,34,13,23,2,7,19,45,48,38,38,19,31,42,31,22,19
I,9.42,-6.99,0,6,24,12,6,10,46,7,8,18,24,46,0,7,16,22,40
I,9.42,-6.99,0,29,47,17,8,49,21,35,42,21,32,23,36,22,23,21,47
I,9.42,-6.99,0,33,9,49,40,12,38,20,11,9,1,30,35,15,25,41,15
I,9.42,-6.99,0,13,31,12,11,46,46,36,35,24,26,27,29,2,7,47,48
I,9.53,-6.85,0,31,1,16,25,1,8,12,11,30,9,10,19,18,14,13,19
I,9.53,-6.85,0,2,18,14,14,5,25,18,18,3,24,36,4,24,22,4,46
I,9.53,-6.85,0,16,24,5,8,5,21,30,35,9,9,23,41,21,23,42,7
I,9.53,-6.85,0,30,46,39,41,33,31,25,46,35,21,34,11,15,29,30,34
I,9.53,-6.85,0,12,3,11,15,1,23,46,28,44,11,41,41,17,4,34,2
I,9.70,-6.89,0,2,3,6,31,19,34,16,42,28,22,33,5,7,49,0,10
I,9.70,-6.89,0,11,38,9,31,33,12,24,9,27,19,33,49,24,2,25,29
I,9.70,-6.89,0,4,48,8,34,10,17,31,21,35,22,45,38,23,8,19,8
I,9.70,-6.89,0,23,19,24,25,29,4,4,2,45,25,22,4,42,49,23,16
I,9.70,-6.89,0,1,21,28,46,10,2,38,30,40,37,19,4,1,22,10,41
I,9.51,-6.83,0,18,29,3,29,21,11,23,6,17,34,16,12,46,5,27,0
I,9.51,-6.83,0,45,27,49,31,48,14,1,6,0,2,6,8,37,4,45,8
I,9.51,-6.83,0,0,21,40,5,21,19,20,2,1,18,30,41,15,46,16,40
I,9.51,-6.83,0,15,2,21,4,28,34,4,43,30,46,24,45,48,2,12,8
I,9.51,-6.83,0,34,19,43,39,35,32,49,16,30,29,28,13,6,10,34,24
I,9.56,-6.91,0,4,27,1,30,39,1,14,27,5,38,48,20,6,3,23,38
I,9.56,-6.91,0,3,8,42,48,25,17,26,39,21,32,13,20,20,9,33,32
I,9.56,-6.91,0,4,27,7,2,5,20,11,39,6,15,49,23,33,40,25,17
I,9.56,-6.91,0,14,12,43,28,16,14,11,31,45,21,39,33,44,47,41,5
I,9.56,-6.91,0,13,14,21,13,9,44,13,31,9,12,43,19,37,34,37,32
I,9.71,-6.82,0,44,4,44,30,18,9,37,38,27,29,27,11,6,21,7,1
I,9.71,-6.82,0,37,19,9,13,0,23,0,26,9,8,42,46,13,19,2,46
I,9.71,-6.82,0,8,16,31,25,44,20,3,28,23,28,38,7,29,26,29,25
I,9.71,-6.82,0,48,26,35,21,2,6,49,2,12,32,14,10,14,14,35,28
I,9.71,-6.82,0,26,30,14,8,19,1,48,4,17,10,4,13,3,4,1,13
I,9.57,-6.85,0,6,33,22,42,34,44,48,16,23,25,46,19,27,29,20,25
I,9.57,-6.85,0,13,2,45,26,40,24,24,5,0,27,11,16,26,43,43,9
I,9.57,-6.85,0,25,14,42,3,34,2,24,13,2,23,42,25,25,27,2,39
I,9.57,-6.85,0,27,3,14,49,4,32,35,48,43,32,15,4,40,27,42,27
I,9.57,-6.85,0,32,36,16,32,5,44,48,3,12,4,46,9,27,11,2,0
I,9.65,-6.86,0,35,7,38,32,40,0,42,39,18,48,21,38,10,20,49,43
I,9.65,-6.86,0,37,12,7,14,32,6,29,43,48,47,40,22,42,39,42,19
I,9.65,-6.86,0,3,39,40,3,3,44,49,40,28,39,12,29,39,2,29,0
I,9.65,-6.86,0,29,6,11,20,21,17,23,3,18,15,15,46,49,21,21,0
I,9.65,-6.86,0,10,42,1,19,11,3,26,42,24,29,38,28,2,38,43,11
I,9.69,-6.75,0,11,38,8,49,35,18,0,38,21,21,11,27,24,47,20,39
I,9.69,-6.75,0,1,0,16,44,6,8,35,2,35,8,27,41,28,36,42,29
I,9.69,-6.75,0,42,13,42,38,23,21,32,12,9,44,13,13,29,22,8,17
I,9.69,-6.75,0,9,33,48,9,13,42,3,43,22,7,9,21,45,26,7,44
I,9.69,-6.75,0,30,15,19,14,4,37,33,25,42,16,46,16,23,10,25,21
I,9.58,-6.96,0,38,49,22,20,41,23,29,32,21,22,2,41,0,19,11,11
I,9.58,-6.96,0,7,19,24,22,30,4,20,25,29,13,18,36,39,30,30,30
I,9.58,-6.96,0,6,38,13,19,11,20,12,28,43,31,43,16,12,42,17,12
I,9.58,-6.96,0,31,43,11,39,33,3,24,47,34,9,4,25,20,3,38,38
I,9.58,-6.96,0,12,18,17,30,45,8,1,26,20,27,12,22,15,25,2,36
I,9.59,-6.93,0,7,32,39,43,37,20,19,3,41,45,15,41,38,8,37,6
I,9.59,-6.93,0,25,42,5,49,19,23,35,39,23,39,41,7,27,10,32,30
I,9.59,-6.93,0,16,35,31,14,9,38,12,1,49,8,48,49,27,18,27,10
I,9.59,-6.93,0,0,46,29,35,19,45,39,46,8,27,37,46,33,9,49,46
I,9.59,-6.93,0,33,47,34,23,5,26,26,33,6,26,17,48,47,11,40,30
I,9.59,-6.87,0,38,12,24,37,35,37,41,17,35,14,29,23,42,46,21,41
I,9.59,-6.87,0,16,18,25,20,12,11,1,27,18,11,30,24,25,34,30,12
I,9.59,-6.87,0,41,45,31,7,19,5,23,7,36,15,10,33,20,29,20,44
I,9.59,-6.87,0,11,0,40,26,6,22,28,6,30,12,33,42,49,45,24,42
I,9.59,-6.87,0,49,1,16,17,33,2,40,28,1,5,9,40,11,9,31,33
I,9.58,-6.95,0,24,23,34,23,5,8,31,23,30,24,36,18,40,40,2,6
