I,10.18,-9.61,0,30,21,43,28,45,6,40,14,15,10,35,31,47,42,43,2
I,10.18,-9.61,0,6,6,22,47,47,30,10,9,15,40,5,1,17,35,17,21
I,10.18,-9.61,0,11,22,22,43,32,14,39,3,38,42,31,36,35,7,48,3
I,10.18,-9.61,0,7,1,27,30,0,32,17,37,38,23,46,34,42,41,46,9
I,10.18,-9.61,0,9,29,13,17,5,25,14,32,29,38,32,24,49,26,26,40
I,10.19,-9.64,0,25,17,37,14,46,29,41,44,43,18,47,16,34,12,34,18
I,10.19,-9.64,0,14,35,32,5,29,29,20,4,23,47,39,16,39,8,3,20
I,10.19,-9.64,0,18,4,25,22,9,28,34,8,25,8,48,9,27,24,3,17
I,10.19,-9.64,0,18,8,27,23,23,33,48,5,18,44,49,37,39,38,35,13
I,10.19,-9.64,0,11,46,15,33,42,26,28,42,39,33,26,33,18,39,25,42
I,10.14,-9.66,0,11,22,36,43,5,7,13,25,32,15,31,23,34,1,11,40
I,10.14,-9.66,0,18,41,38,47,4,24,5,35,28,33,4,49,17,9,15,48
I,10.14,-9.66,0,3,26,40,6,20,38,3,5,25,22,44,2,19,3,46,35
I,10.14,-9.66,0,23,44,24,28,5,42,20,49,0,46,2,1,8,7,11,15
I,10.14,-9.66,0,27,38,47,42,13,9,18,30,16,11,31,43,17,40,2,10
I,10.18,-9.60,0,27,49,22,40,0,31,18,32,21,4,7,40,46,14,49,12
I,10.18,-9.60,0,3,18,41,42,5,26,26,27,36,47,42,39,45,22,31,3
I,10.18,-9.60,0,3,2,14,45,8,28,2,34,32,11,45,10,10,18,27,6
I,10.18,-9.60,0,5,12,3,0,26,44,23,44,7,30,41,23,18,31,7,44
I,10.18,-9.60,0,39,34,48,48,45,26,16,38,17,13,38,41,5,20,43,46
I,10.29,-9.51,0,13,0,5,46,24,15,29,13,40,21,28,10,41,6,17,39
I,10.29,-9.51,0,33,30,28,45,49,26,43,28,18,37,3,38,26,5,45,39
I,10.29,-9.51,0,4,3,26,2,21,26,34,33,35,13,8,31,21,37,19,34
I,10.29,-9.51,0,18,45,14,36,44,15,5,24,21,46,16,47,13,37,20,21
I,10.29,-9.51,0,6,4,23,30,49,18,21,38,29,48,4,49,29,0,32,37
I,10.18,-9.60,0,7,28,29,45,42,15,26,29,15,26,2,7,48,16,25,8
I,10.18,-9.60,0,42,29,12,28,14,29,9,30,4,42,31,32,7,34,12,9
I,10.18,-9.60,0,47,19,17,9,28,28,40,18,20,38,48,7,39,22,27,1
I,10.18,-9.60,0,40,31,5,14,41,23,21,36,23,4,28,13,44,7,26,49
I,10.18,-9.60,0,19,23,18,7,30,33,49,20,5,2,42,21,31,48,33,18
I,10.14,-9.60,0,14,47,20,43,30,17,10,33,23,2,4,47,8,21,21,48
I,10.14,-9.60,0,43,11,43,27,42,38,48,48,32,6,25,49,21,37,4,43
I,10.14,-9.60,0,5,28,35,4,29,8,0,47,8,15,4,46,40,14,22,34
I,10.14,-9.60,0,8,34,9,13,9,45,20,48,23,9,37,32,4,46,1,11
I,10.14,-9.60,0,35,41,0,25,5,44,8,15,3,28,1,28,39,14,28,0
I,10.18,-9.60,0,15,7,2,4,22,44,18,7,36,44,12,4,46,29,17,38
