	10.23	-9.69	0.00	0.00	2	40	34	34	34	34	34	34	34	34	538992904	6
I,10.21,-9.69,0,29,25,22,49,27,39,8,39,25,22,33,39,9,43,2,27
I,10.21,-9.69,0,1,27,9,48,0,47,49,16,19,19,31,20,21,1,21,21
I,10.21,-9.69,0,2,14,2,45,17,21,15,16,4,0,11,40,13,11,15,47
I,10.21,-9.69,0,31,20,21,20,35,35,45,22,33,2,11,46,5,3,27,37
I,10.21,-9.69,0,23,14,47,41,15,42,18,5,8,25,11,16,34,14,5,10
I,10.16,-9.64,0,1,3,25,14,37,0,37,18,6,14,27,7,19,32,12,4
I,10.16,-9.64,0,38,9,7,2,14,27,36,30,29,40,29,42,35,23,34,33
I,10.16,-9.64,0,8,23,49,17,37,19,39,46,28,46,15,32,10,18,17,10
I,10.16,-9.64,0,16,41,12,40,41,16,12,23,6,9,11,14,14,33,25,20
I,10.16,-9.64,0,18,38,45,7,7,29,8,14,41,48,48,0,47,21,36,49
I,10.21,-9.64,0,1,23,13,38,37,30,44,17,43,35,38,0,28,22,1,41
I,10.21,-9.64,0,13,47,14,40,46,14,2,3,1,6,0,32,10,45,31,17
I,10.21,-9.64,0,6,19,42,3,9,1,14,23,45,14,20,46,31,1,48,21
I,10.21,-9.64,0,19,19,48,49,43,22,26,44,37,24,26,16,7,6,33,37
I,10.21,-9.64,0,17,1,44,43,23,42,7,44,18,38,39,37,27,34,39,11
I,10.26,-9.72,0,9,35,13,39,13,49,21,40,14,29,17,14,47,32,8,25
I,10.26,-9.72,0,43,9,9,29,40,16,22,20,43,35,49,8,5,24,26,25
I,10.26,-9.72,0,46,26,23,31,34,20,19,8,49,19,39,5,23,25,45,3
I,10.26,-9.72,0,9,22,2,17,47,44,13,48,28,21,2,0,43,7,22,49
I,10.26,-9.72,0,41,3,47,21,34,46,49,7,35,13,45,7,49,47,27,18
I,10.22,-9.62,0,39,16,44,47,11,15,42,9,12,42,43,19,35,29,17,30
I,10.22,-9.62,0,17,40,10,12,2,49,42,23,23,12,41,24,24,30,29,0
I,10.22,-9.62,0,10,44,2,16,37,16,26,29,11,19,10,4,33,5,16,43
I,10.22,-9.62,0,35,21,43,20,6,3,35,17,20,7,2,40,49,5,0,32
I,10.22,-9.62,0,8,11,26,1,3,40,10,33,49,27,8,43,3,5,37,8
I,10.23,-9.70,0,27,36,2,49,14,35,14,39,47,26,13,14,12,17,36,16
I,10.23,-9.70,0,11,10,31,13,32,31,49,11,32,43,5,36,11,19,29,11
I,10.23,-9.70,0,23,13,40,14,5,26,47,33,37,32,6,16,18,47,39,8
I,10.23,-9.70,0,33,22,19,38,34,47,32,27,34,19,18,17,10,4,21,30
I,10.23,-9.70,0,3,41,32,23,38,14,4,21,13,11,45,28,10,27,39,48
I,10.21,-9.72,0,34,43,14,44,38,40,39,21,42,25,11,31,45,3,21,17
I,10.21,-9.72,0,32,44,38,44,9,48,21,1,37,36,26,30,4,28,48,40
I,10.21,-9.72,0,33,39,0,37,44,11,37,5,14,45,18,35,31,5,40,43
I,10.21,-9.72,0,4,43,42,28,5,35,49,43,8,16,5,11,45,22,6,44
I,10.21,-9.72,0,48,12,35,38,45,34,33,23,40,29,14,6,7,28,0,34
I,10.24,-9.63,0,41,7,23,19,8,23,34,15,37,31,38,1,3,2,42,39
I,10.24,-9.63,0,13,37,1,8,22,16,5,7,10,8,15,39,40,2,38,35
I,10.24,-9.63,0,36,3,26,6,11,11,28,18,30,16,17,4,42,29,15,15
I,10.24,-9.63,0,25,32,33,7,0,33,42,9,25,24,28,28,2,10,25,9
I,10.24,-9.63,0,45,29,0,1,6,28,27,45,10,38,30,23,31,14,19,48
I,10.26,-9.63,0,41,29,8,33,27,45,40,9,5,28,44,0,12,2,14,1
I,10.26,-9.63,0,47,0,11,7,0,1,40,33,25,13,6,14,40,14,24,29
I,10.26,-9.63,0,17,19,14,0,44,34,26,7,21,40,27,29,46,8,2,27
I,10.26,-9.63,0,29,24,32,13,8,10,49,30,11,7,32,5,35,34,32,34
I,10.26,-9.63,0,11,17,44,32,23,43,4,3,25,32,43,43,49,3,3,37
I,10.14,-9.65,0,33,38,30,41,43,6,44,24,17,49,14,49,37,16,7,36
I,10.14,-9.65,0,36,12,12,42,31,20,6,18,20,21,43,33,33,2,21,23
I,10.14,-9.65,0,15,12,8,31,6,35,15,12,6,33,27,33,44,28,43,48
I,10.14,-9.65,0,17,15,1,7,13,28,36,40,48,7,33,43,26,44,25,10
I,10.14,-9.65,0,10,23,6,21,8,2,9,19,47,12,16,11,14,18,14,27
I,10.17,-9.65,0,28,10,0,7,1,10,34,34,43,33,6,25,35,36,0,24
I,10.17,-9.65,0,32,25,13,3,14,8,13,6,22,41,15,1,48,17,36,26
I,10.17,-9.65,0,37,31,25,1,5,42,13,6,31,15,4,9,17,46,48,40
I,10.17,-9.65,0,11,29,27,11,0,24,7,11,45,19,14,21,34,18,8,46
I,10.17,-9.65,0,13,12,19,4,6,43,48,18,23,9,42,14,14,37,48,24
I,10.22,-9.64,0,21,2,18,48,37,16,8,20,6,36,12,49,8,30,19,5
I,10.22,-9.64,0,20,0,45,10,15,26,12,17,16,44,47,42,35,28,1,4
I,10.22,-9.64,0,26,45,4,17,14,2,0,17,24,11,33,32,36,23,25,10
